410916,2-(diethylamino)ethyl 4-[(4-bromophenyl)carbamoylamino]benzoate,4-[[(4-bromoanilino)-oxomethyl]amino]benzoic acid 2-(diethylamino)ethyl ester,"InChI=1S/C20H24BrN3O3/c1-3-24(4-2)13-14-27-19(25)15-5-9-17(10-6-15)22-20(26)23-18-11-7-16(21)8-12-18/h5-12H,3-4,13-14H2,1-2H3,(H2,22,23,26)",DXHFLIWWQFYXBI-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)Br,CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)Br
1515,"2-(4-aminophenyl)-5-(hydroxymethyl)pyrrolidine-3,4-diol","2-(4-aminophenyl)-5-(hydroxymethyl)pyrrolidine-3,4-diol","InChI=1S/C11H16N2O3/c12-7-3-1-6(2-4-7)9-11(16)10(15)8(5-14)13-9/h1-4,8-11,13-16H,5,12H2",SQENVZNKXLCDLF-UHFFFAOYSA-N,C1=CC(=CC=C1C2C(C(C(N2)CO)O)O)N,C1=CC(=CC=C1C2C(C(C(N2)CO)O)O)N
212999,"2-(4-aminophenyl)-2-ethylpropane-1,3-diol","2-(4-aminophenyl)-2-ethylpropane-1,3-diol","InChI=1S/C11H17NO2/c1-2-11(7-13,8-14)9-3-5-10(12)6-4-9/h3-6,13-14H,2,7-8,12H2,1H3",NVEAUEXGWWQRKZ-UHFFFAOYSA-N,CCC(CO)(CO)C1=CC=C(C=C1)N,CCC(CO)(CO)C1=CC=C(C=C1)N
127884,"(2R)-2-amino-3-(3-oxo-5-phenyl-1,2-oxazol-4-yl)propanoic acid",(2R)-2-amino-3-(3-oxo-5-phenyl-4-isoxazolyl)propanoic acid,"InChI=1S/C12H12N2O4/c13-9(12(16)17)6-8-10(18-14-11(8)15)7-4-2-1-3-5-7/h1-5,9H,6,13H2,(H,14,15)(H,16,17)/t9-/m1/s1",JCXLPVAAGYNKBT-SECBINFHSA-N,C1=CC=C(C=C1)C2=C(C(=O)NO2)CC(C(=O)O)N,C1=CC=C(C=C1)C2=C(C(=O)NO2)C[C@H](C(=O)O)N
395013,"[(1S,2S)-2-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]cyclohexyl] 3-(3,4-dihydroxyphenyl)prop-2-enoate","3-(3,4-dihydroxyphenyl)-2-propenoic acid [(1S,2S)-2-[3-(3,4-dihydroxyphenyl)-1-oxoprop-2-enoxy]cyclohexyl] ester","InChI=1S/C24H24O8/c25-17-9-5-15(13-19(17)27)7-11-23(29)31-21-3-1-2-4-22(21)32-24(30)12-8-16-6-10-18(26)20(28)14-16/h5-14,21-22,25-28H,1-4H2/t21-,22-/m0/s1",ABRIKWKVYABQBU-VXKWHMMOSA-N,C1CCC(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O,C1CC[C@@H]([C@H](C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O
437872,2-amino-N-[1-[(1-hydrazinyl-4-methyl-1-oxopentan-2-yl)amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpentanamide,2-amino-N-[1-[(1-hydrazinyl-4-methyl-1-oxopentan-2-yl)amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpentanamide,"InChI=1S/C21H35N5O3/c1-13(2)10-16(22)19(27)24-18(12-15-8-6-5-7-9-15)20(28)25-17(11-14(3)4)21(29)26-23/h5-9,13-14,16-18H,10-12,22-23H2,1-4H3,(H,24,27)(H,25,28)(H,26,29)",LGFQVKJOQZGOIT-UHFFFAOYSA-N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NN)N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NN)N
344436,S-benzyl N-[2-oxo-2-(2-phenylhydrazinyl)ethyl]carbamothioate,N-[2-oxo-2-(phenylhydrazo)ethyl]carbamothioic acid S-(phenylmethyl) ester,"InChI=1S/C16H17N3O2S/c20-15(19-18-14-9-5-2-6-10-14)11-17-16(21)22-12-13-7-3-1-4-8-13/h1-10,18H,11-12H2,(H,17,21)(H,19,20)",SGQQCBIXZFILJP-UHFFFAOYSA-N,C1=CC=C(C=C1)CSC(=O)NCC(=O)NNC2=CC=CC=C2,C1=CC=C(C=C1)CSC(=O)NCC(=O)NNC2=CC=CC=C2
309870,"N-(1-chloropropan-2-ylideneamino)-2,4-dinitroaniline","N-(1-chloropropan-2-ylideneamino)-2,4-dinitroaniline","InChI=1S/C9H9ClN4O4/c1-6(5-10)11-12-8-3-2-7(13(15)16)4-9(8)14(17)18/h2-4,12H,5H2,1H3",OEZNWZBWWXQDRS-UHFFFAOYSA-N,CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])CCl,CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])CCl
57914,"4,4,4-trifluoro-1-(3-nitrophenyl)-3-(trifluoromethyl)but-2-en-1-ol","4,4,4-trifluoro-1-(3-nitrophenyl)-3-(trifluoromethyl)-2-buten-1-ol","InChI=1S/C11H7F6NO3/c12-10(13,14)9(11(15,16)17)5-8(19)6-2-1-3-7(4-6)18(20)21/h1-5,8,19H",IDDNADSOAFYBIV-UHFFFAOYSA-N,C1=CC(=CC(=C1)[N+](=O)[O-])C(C=C(C(F)(F)F)C(F)(F)F)O,C1=CC(=CC(=C1)[N+](=O)[O-])C(C=C(C(F)(F)F)C(F)(F)F)O
104677,(4-amino-3-nitrophenyl) thiocyanate,thiocyanic acid (4-amino-3-nitrophenyl) ester,"InChI=1S/C7H5N3O2S/c8-4-13-5-1-2-6(9)7(3-5)10(11)12/h1-3H,9H2",QUWHIBBGKKRYFW-UHFFFAOYSA-N,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N
376681,3-benzylsulfonyl-2-oxo-3-phenylpropanamide,2-oxo-3-phenyl-3-(phenylmethyl)sulfonylpropanamide,"InChI=1S/C16H15NO4S/c17-16(19)14(18)15(13-9-5-2-6-10-13)22(20,21)11-12-7-3-1-4-8-12/h1-10,15H,11H2,(H2,17,19)",LCKONQIIZYWIMG-UHFFFAOYSA-N,C1=CC=C(C=C1)CS(=O)(=O)C(C2=CC=CC=C2)C(=O)C(=O)N,C1=CC=C(C=C1)CS(=O)(=O)C(C2=CC=CC=C2)C(=O)C(=O)N
77751,7-amino-3-phenylchromen-2-one,7-amino-3-phenyl-1-benzopyran-2-one,"InChI=1S/C15H11NO2/c16-12-7-6-11-8-13(10-4-2-1-3-5-10)15(17)18-14(11)9-12/h1-9H,16H2",IJCLOOKYCQWSJA-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)N)OC2=O,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)N)OC2=O
402449,"2-[[4-(1,3-benzothiazol-2-yl)phenyl]iminomethyl]phenol","2-[[4-(1,3-benzothiazol-2-yl)phenyl]iminomethyl]phenol","InChI=1S/C20H14N2OS/c23-18-7-3-1-5-15(18)13-21-16-11-9-14(10-12-16)20-22-17-6-2-4-8-19(17)24-20/h1-13,23H",DRLOEQUWBUTGTH-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)O,C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)O
482375,(2S)-2-benzyl-4-oxo-N-[(1R)-1-phenylethyl]azetidine-1-carboxamide,(4S)-2-oxo-N-[(1R)-1-phenylethyl]-4-(phenylmethyl)-1-azetidinecarboxamide,"InChI=1S/C19H20N2O2/c1-14(16-10-6-3-7-11-16)20-19(23)21-17(13-18(21)22)12-15-8-4-2-5-9-15/h2-11,14,17H,12-13H2,1H3,(H,20,23)/t14-,17+/m1/s1",IHJQOIRUFRQAPK-PBHICJAKSA-N,CC(C1=CC=CC=C1)NC(=O)N2C(CC2=O)CC3=CC=CC=C3,C[C@H](C1=CC=CC=C1)NC(=O)N2[C@H](CC2=O)CC3=CC=CC=C3
246215,N-(benzylideneamino)acetamide,N-[(phenylmethylene)amino]acetamide,"InChI=1S/C9H10N2O/c1-8(12)11-10-7-9-5-3-2-4-6-9/h2-7H,1H3,(H,11,12)",GPTBUIMZDZKKLE-UHFFFAOYSA-N,CC(=O)NN=CC1=CC=CC=C1,CC(=O)NN=CC1=CC=CC=C1
498139,4-chloro-2-[(triphenyl-lambda5-phosphanylidene)methyl]benzenesulfonyl fluoride,4-chloro-2-(triphenylphosphoranylidenemethyl)benzenesulfonyl fluoride,"InChI=1S/C25H19ClFO2PS/c26-21-16-17-25(31(27,28)29)20(18-21)19-30(22-10-4-1-5-11-22,23-12-6-2-7-13-23)24-14-8-3-9-15-24/h1-19H",IWLDTGFRCIZGBB-UHFFFAOYSA-N,C1=CC=C(C=C1)P(=CC2=C(C=CC(=C2)Cl)S(=O)(=O)F)(C3=CC=CC=C3)C4=CC=CC=C4,C1=CC=C(C=C1)P(=CC2=C(C=CC(=C2)Cl)S(=O)(=O)F)(C3=CC=CC=C3)C4=CC=CC=C4
17078,"2,6-dibromo-4-methylphenol","2,6-dibromo-4-methylphenol","InChI=1S/C7H6Br2O/c1-4-2-5(8)7(10)6(9)3-4/h2-3,10H,1H3",FIGPGTJKHFAYRK-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)Br)O)Br,CC1=CC(=C(C(=C1)Br)O)Br
460825,"methyl N-[4-(4-methylbenzoyl)-4,5-dihydro-1,3-thiazol-2-yl]carbamate","N-[4-[(4-methylphenyl)-oxomethyl]-4,5-dihydrothiazol-2-yl]carbamic acid methyl ester","InChI=1S/C13H14N2O3S/c1-8-3-5-9(6-4-8)11(16)10-7-19-12(14-10)15-13(17)18-2/h3-6,10H,7H2,1-2H3,(H,14,15,17)",VIZRQTFDFMNHDT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2CSC(=N2)NC(=O)OC,CC1=CC=C(C=C1)C(=O)C2CSC(=N2)NC(=O)OC
275743,4-[[hydroxy(phenoxy)phosphoryl]amino]benzoic acid,4-[[hydroxy(phenoxy)phosphoryl]amino]benzoic acid,"InChI=1S/C13H12NO5P/c15-13(16)10-6-8-11(9-7-10)14-20(17,18)19-12-4-2-1-3-5-12/h1-9H,(H,15,16)(H2,14,17,18)",DJGZHCIJZUCHTF-UHFFFAOYSA-N,C1=CC=C(C=C1)OP(=O)(NC2=CC=C(C=C2)C(=O)O)O,C1=CC=C(C=C1)OP(=O)(NC2=CC=C(C=C2)C(=O)O)O
13917,(3-butan-2-yl-4-methylphenyl) N-methylcarbamate,N-methylcarbamic acid (3-butan-2-yl-4-methylphenyl) ester,"InChI=1S/C13H19NO2/c1-5-9(2)12-8-11(7-6-10(12)3)16-13(15)14-4/h6-9H,5H2,1-4H3,(H,14,15)",XKYLVMVPFHKXRJ-UHFFFAOYSA-N,CCC(C)C1=C(C=CC(=C1)OC(=O)NC)C,CCC(C)C1=C(C=CC(=C1)OC(=O)NC)C
416827,1-[4-[N'-[4-(N'-methylcarbamimidoyl)phenyl]carbamimidoyl]phenyl]-3-[4-[[4-[N'-[4-(N'-methylcarbamimidoyl)phenyl]carbamimidoyl]phenyl]carbamoylamino]phenyl]urea,1-[4-[[[4-[amino-[4-[amino(methylimino)methyl]phenyl]iminomethyl]anilino]-oxomethyl]amino]phenyl]-3-[4-[amino-[4-[amino(methylimino)methyl]phenyl]iminomethyl]phenyl]urea,"InChI=1S/C38H38N12O2/c1-43-33(39)23-3-11-27(12-4-23)45-35(41)25-7-15-29(16-8-25)47-37(51)49-31-19-21-32(22-20-31)50-38(52)48-30-17-9-26(10-18-30)36(42)46-28-13-5-24(6-14-28)34(40)44-2/h3-22H,1-2H3,(H2,39,43)(H2,40,44)(H2,41,45)(H2,42,46)(H2,47,49,51)(H2,48,50,52)",WLSYPCOBWQUASP-UHFFFAOYSA-N,CN=C(C1=CC=C(C=C1)N=C(C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=NC5=CC=C(C=C5)C(=NC)N)N)N)N,CN=C(C1=CC=C(C=C1)N=C(C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=NC5=CC=C(C=C5)C(=NC)N)N)N)N
279918,[1-[(dimethylamino)methyl]cyclohex-3-en-1-yl]methanol,[1-[(dimethylamino)methyl]-1-cyclohex-3-enyl]methanol,"InChI=1S/C10H19NO/c1-11(2)8-10(9-12)6-4-3-5-7-10/h3-4,12H,5-9H2,1-2H3",YSWZIUCVJONJSV-UHFFFAOYSA-N,CN(C)CC1(CCC=CC1)CO,CN(C)CC1(CCC=CC1)CO
133142,"3-[(2-amino-3,5-dibromophenyl)methyl-cyclohexylamino]-1,1,1-trifluoropropan-2-one","3-[(2-amino-3,5-dibromophenyl)methyl-cyclohexylamino]-1,1,1-trifluoro-2-propanone","InChI=1S/C16H19Br2F3N2O/c17-11-6-10(15(22)13(18)7-11)8-23(9-14(24)16(19,20)21)12-4-2-1-3-5-12/h6-7,12H,1-5,8-9,22H2",OYOLCJGVCGTJOP-UHFFFAOYSA-N,C1CCC(CC1)N(CC2=C(C(=CC(=C2)Br)Br)N)CC(=O)C(F)(F)F,C1CCC(CC1)N(CC2=C(C(=CC(=C2)Br)Br)N)CC(=O)C(F)(F)F
22640,5-[(4-aminobenzoyl)amino]-2-hydroxy-3-methylbenzoic acid,5-[[(4-aminophenyl)-oxomethyl]amino]-2-hydroxy-3-methylbenzoic acid,"InChI=1S/C15H14N2O4/c1-8-6-11(7-12(13(8)18)15(20)21)17-14(19)9-2-4-10(16)5-3-9/h2-7,18H,16H2,1H3,(H,17,19)(H,20,21)",AOMFEMQHOBBHFK-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)C(=O)O)NC(=O)C2=CC=C(C=C2)N,CC1=CC(=CC(=C1O)C(=O)O)NC(=O)C2=CC=C(C=C2)N
251254,2-ethylbutyl 6-cyclohexylhexanoate,6-cyclohexylhexanoic acid 2-ethylbutyl ester,"InChI=1S/C18H34O2/c1-3-16(4-2)15-20-18(19)14-10-6-9-13-17-11-7-5-8-12-17/h16-17H,3-15H2,1-2H3",FYLWQPXPHAFMDM-UHFFFAOYSA-N,CCC(CC)COC(=O)CCCCCC1CCCCC1,CCC(CC)COC(=O)CCCCCC1CCCCC1
192116,"2-hydroxybenzoic acid;sulfane;3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol","2-hydroxybenzoic acid;sulfane;3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol","InChI=1S/C13H6Cl6O2.C7H6O3.H2S/c14-6-2-8(16)12(20)4(10(6)18)1-5-11(19)7(15)3-9(17)13(5)21;8-6-4-2-1-3-5(6)7(9)10;/h2-3,20-21H,1H2;1-4,8H,(H,9,10);1H2",URLDSPLHOFEWLW-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)O.C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl.S,C1=CC=C(C(=C1)C(=O)O)O.C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl.S
166797,butyl(triphenyl)phosphanium;chloride,butyl(triphenyl)phosphonium;chloride,"InChI=1S/C22H24P.ClH/c1-2-3-19-23(20-13-7-4-8-14-20,21-15-9-5-10-16-21)22-17-11-6-12-18-22;/h4-18H,2-3,19H2,1H3;1H/q+1;/p-1",MFIUDWFSVDFDDY-UHFFFAOYSA-M,CCCC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Cl-],CCCC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Cl-]
204712,N-(2-chloroethyl)-N-[2-(4-chloro-5-methyl-2-propan-2-ylphenoxy)ethyl]propan-1-amine,N-(2-chloroethyl)-N-[2-(4-chloro-5-methyl-2-propan-2-ylphenoxy)ethyl]-1-propanamine,"InChI=1S/C17H27Cl2NO/c1-5-7-20(8-6-18)9-10-21-17-11-14(4)16(19)12-15(17)13(2)3/h11-13H,5-10H2,1-4H3",WODAQKDURIASTR-UHFFFAOYSA-N,CCCN(CCOC1=C(C=C(C(=C1)C)Cl)C(C)C)CCCl,CCCN(CCOC1=C(C=C(C(=C1)C)Cl)C(C)C)CCCl
143828,"1-(2,5-dimethoxy-4-methylsulfanylphenyl)propan-2-amine","1-[2,5-dimethoxy-4-(methylthio)phenyl]-2-propanamine","InChI=1S/C12H19NO2S/c1-8(13)5-9-6-11(15-3)12(16-4)7-10(9)14-2/h6-8H,5,13H2,1-4H3",COBYBOVXXDQRAU-UHFFFAOYSA-N,CC(CC1=CC(=C(C=C1OC)SC)OC)N,CC(CC1=CC(=C(C=C1OC)SC)OC)N
225281,1-methyl-3-tritylsulfanylbenzene,1-methyl-3-[(triphenylmethyl)thio]benzene,"InChI=1S/C26H22S/c1-21-12-11-19-25(20-21)27-26(22-13-5-2-6-14-22,23-15-7-3-8-16-23)24-17-9-4-10-18-24/h2-20H,1H3",FRRWTQOHBLUKNB-UHFFFAOYSA-N,CC1=CC(=CC=C1)SC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,CC1=CC(=CC=C1)SC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
383398,4-[C-methyl-N-(4-nitrophenyl)carbonimidoyl]phenol,4-[1-(4-nitrophenyl)iminoethyl]phenol,"InChI=1S/C14H12N2O3/c1-10(11-2-8-14(17)9-3-11)15-12-4-6-13(7-5-12)16(18)19/h2-9,17H,1H3",BKFFXQZEQHZXQE-UHFFFAOYSA-N,CC(=NC1=CC=C(C=C1)[N+](=O)[O-])C2=CC=C(C=C2)O,CC(=NC1=CC=C(C=C1)[N+](=O)[O-])C2=CC=C(C=C2)O
4611,5-[3-(benzenesulfonamido)phenyl]-N-hydroxypent-2-en-4-ynamide,5-[3-(benzenesulfonamido)phenyl]-N-hydroxypent-2-en-4-ynamide,"InChI=1S/C17H14N2O4S/c20-17(18-21)12-5-4-7-14-8-6-9-15(13-14)19-24(22,23)16-10-2-1-3-11-16/h1-3,5-6,8-13,19,21H,(H,18,20)",QRPSQQUYPMFERG-UHFFFAOYSA-N,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO
59979,(1-propylpiperidin-1-ium-4-yl) N-(3-pentoxyphenyl)carbamate;chloride,N-(3-pentoxyphenyl)carbamic acid (1-propyl-4-piperidin-1-iumyl) ester;chloride,"InChI=1S/C20H32N2O3.ClH/c1-3-5-6-15-24-19-9-7-8-17(16-19)21-20(23)25-18-10-13-22(12-4-2)14-11-18;/h7-9,16,18H,3-6,10-15H2,1-2H3,(H,21,23);1H",JSEXWWDPNOHASV-UHFFFAOYSA-N,CCCCCOC1=CC=CC(=C1)NC(=O)OC2CC[NH+](CC2)CCC.[Cl-],CCCCCOC1=CC=CC(=C1)NC(=O)OC2CC[NH+](CC2)CCC.[Cl-]
317332,"2-[[4-[(2,4-diaminopteridin-6-yl)methylsulfanyl]benzoyl]amino]pentanedioic acid","2-[[[4-[(2,4-diamino-6-pteridinyl)methylthio]phenyl]-oxomethyl]amino]pentanedioic acid","InChI=1S/C19H19N7O5S/c20-15-14-16(26-19(21)25-15)22-7-10(23-14)8-32-11-3-1-9(2-4-11)17(29)24-12(18(30)31)5-6-13(27)28/h1-4,7,12H,5-6,8H2,(H,24,29)(H,27,28)(H,30,31)(H4,20,21,22,25,26)",HLKMUFLREZOGEC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)SCC2=CN=C3C(=N2)C(=NC(=N3)N)N,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)SCC2=CN=C3C(=N2)C(=NC(=N3)N)N
12135,3-phenylprop-2-enamide,3-phenyl-2-propenamide,"InChI=1S/C9H9NO/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H2,10,11)",APEJMQOBVMLION-UHFFFAOYSA-N,C1=CC=C(C=C1)C=CC(=O)N,C1=CC=C(C=C1)C=CC(=O)N
309988,"3-chloro-N-(4,6-diaminopyrimidin-5-yl)-4-(2-phenoxyethoxy)benzamide","3-chloro-N-(4,6-diamino-5-pyrimidinyl)-4-(2-phenoxyethoxy)benzamide","InChI=1S/C19H18ClN5O3/c20-14-10-12(19(26)25-16-17(21)23-11-24-18(16)22)6-7-15(14)28-9-8-27-13-4-2-1-3-5-13/h1-7,10-11H,8-9H2,(H,25,26)(H4,21,22,23,24)",MPHMHKYWHYPNKP-UHFFFAOYSA-N,C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)C(=O)NC3=C(N=CN=C3N)N)Cl,C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)C(=O)NC3=C(N=CN=C3N)N)Cl
